geolocation_lat_cus,geolocation_lng_cus,jour_depart,jour_arriver
-23.509968872336355,-46.290206645032576,2,1
-23.6913846262179,-46.54373229668176,4,3
-15.836793380445974,-48.03955332417536,4,2
-23.492699699120713,-46.421026127498855,5,3
-22.92668402323647,-43.62933031069839,2,0
-23.247932027442516,-47.31563631288285,2,2
-23.456324748711943,-46.60109652657752,4,4
-22.390779936815022,-41.79111084481612,0,3
-23.398249916913286,-46.43833843883129,0,1
-7.085468146787566,-34.836182998668605,3,3
-23.08638116789286,-48.931017748184935,3,4
-21.186034396199588,-50.45928345849517,4,4
-22.436899908376112,-46.93652617736023,4,4
-23.762167655259194,-46.70637779365963,0,0
-18.57686674321764,-46.4947707176844,1,1
-18.57686674321764,-46.4947707176844,1,1
-23.565734784650232,-46.641478103126424,1,0
-23.565734784650232,-46.641478103126424,1,4
-22.908696503565164,-43.20101637828443,4,1
-22.908696503565164,-43.20101637828443,4,0
-22.340760688078753,-49.09506969646532,4,4
-18.57194907121821,-46.51614830786751,1,0
-18.57194907121821,-46.51614830786751,4,4
-20.62352159105578,-49.651958449765466,0,0
-20.62352159105578,-49.651958449765466,4,2
-23.65444210000163,-46.6662280643355,1,4
-30.06516542062652,-51.199840850591116,3,2
-12.266961296221163,-38.93310598250724,4,0
-22.60230694826004,-42.7614262284088,0,1
-3.092578433225736,-59.99997763267153,1,4
-22.24370799929241,-43.09854917159978,1,2
-14.312747501518931,-49.153687621017596,4,4
-17.340845395897382,-44.933534144970075,0,5
-17.340845395897382,-44.933534144970075,4,4
-23.65236127141829,-46.50789694256687,3,6
-23.511213244711534,-46.45884467931005,3,0
-23.517720495682244,-46.58922662034002,4,3
-8.074551414644215,-34.895034650078195,1,4
-8.074551414644215,-34.895034650078195,1,4
-23.545263294678225,-46.691524849760256,4,5
-19.831906204860392,-44.14496820430049,1,0
-23.62443867527938,-46.75501665729352,1,0
-23.62443867527938,-46.75501665729352,3,1
-23.62443867527938,-46.75501665729352,4,5
-23.56145681272861,-46.632947935715066,1,0
-22.70574388779395,-43.55656212344718,2,0
-19.95806136130548,-43.978911082995864,3,1
-22.875814933627197,-48.427600745148105,0,4
-3.2169210873579965,-52.221921540281,0,0
-17.733896355961836,-49.115908890217526,4,1
-17.733896355961836,-49.115908890217526,4,1
-23.49033360790093,-46.627121609390365,0,6
-23.592552355006298,-46.581815928821364,1,0
-23.592552355006298,-46.581815928821364,1,0
-23.42482038097289,-51.4336614558996,4,0
-22.74948188668901,-47.64546148891775,0,4
-22.76287427435325,-47.62837005699294,1,0
-22.740900636540452,-43.31546716030018,1,1
-22.740900636540452,-43.31546716030018,1,1
-31.31768106146856,-54.09166490540177,2,2
-15.92142524603064,-48.052788214503316,2,4
-23.52685922041741,-46.47107205776288,1,0
-23.52685922041741,-46.47107205776288,1,0
-22.918167419985288,-43.38651552844117,2,0
-22.918167419985288,-43.38651552844117,2,0
-22.926256595321945,-43.35975777828106,1,3
-19.86992790922236,-43.919706450313775,3,5
-23.71594460080417,-47.41423188991358,0,4
-23.71594460080417,-47.41423188991358,0,4
-23.58322510184059,-46.546495646803656,0,4
-21.124673375671573,-48.44862876824782,0,3
-20.13944080447952,-44.17686088474677,1,1
-23.111896862925267,-50.37155139815296,4,4
-20.81270749445154,-49.415039713423226,0,3
-29.151227841718196,-51.18157794785442,2,0
-29.151227841718196,-51.18157794785442,2,0
-22.900742702573613,-43.58463842554156,2,1
-22.9042136924814,-47.05654899637806,0,0
-22.584151267556344,-44.97634865146402,0,0
-22.28542556359061,-44.86708746307188,4,2
-18.921397435860246,-48.32946334496327,0,4
-23.541451615282888,-46.87715678453537,2,4
-23.43849893588832,-51.935189248870955,1,0
-22.951601887531695,-47.00199555891175,5,3
-22.951601887531695,-47.00199555891175,2,0
-22.951601887531695,-47.00199555891175,4,4
-23.645722243811175,-46.75303860797594,2,6
-17.732005370360092,-46.165887314234965,1,2
-22.922200558918416,-43.20015626664135,2,4
-23.53080074986904,-46.33535642852007,1,0
-11.548025813188564,-41.15916631362807,1,4
-11.548025813188564,-41.15916631362807,1,4
-20.21168518103553,-40.23961903218324,1,1
-22.01445177696216,-47.90841744167089,2,0
-19.822347132611853,-43.99780836832119,4,1
-30.089920662146092,-51.73152450330508,2,2
-19.336436965183694,-47.113221804399366,3,0
-21.4598311861378,-43.55226142874582,2,0
-25.45540767476726,-52.913148038723,0,0
-21.190127996903524,-47.787901312705,0,0
-22.99073734829477,-43.630450921448386,1,1
-24.452002184845046,-54.167799767946775,4,0
-19.826182498347997,-41.43855366446426,2,4
-19.787035607141227,-42.13788581415279,1,3
-19.787035607141227,-42.13788581415279,2,4
-19.787035607141227,-42.13788581415279,2,0
-23.64186314290332,-46.785442169491816,1,4
-10.97019291843636,-37.05587672990051,1,3
-21.25249486354648,-47.81787869544213,1,2
-19.38405301366748,-54.578401942589814,1,2
-6.244549790818907,-38.91497112899601,2,4
-23.47947833132236,-52.697441776738174,4,4
-23.758257267496443,-46.68071449711016,2,5
-21.04503370774156,-49.37615780505846,4,0
-22.1596882107987,-42.416864954794434,4,1
-23.30452269862072,-50.31097243334825,4,0
-24.013846719177685,-48.34081618801692,0,0
-8.116243569432479,-35.28729336162533,0,0
-23.737634803935126,-46.70481168115122,4,0
-23.737634803935126,-46.70481168115122,4,0
-23.676960817794914,-46.638488091470606,1,1
-21.792838907017774,-46.56736517999683,2,2
-19.53930204985444,-40.625950773820364,4,4
-23.01564701182897,-44.22147988194893,2,3
-22.5369804973768,-44.07706204778886,0,2
-23.537495200480873,-46.954492514457776,0,3
-22.927005350316218,-42.8293157127626,2,1
-23.482522997672373,-46.627289763075396,2,3
-25.869884382311,-50.38817307549939,2,1
-28.29014801452277,-54.27000911033631,0,0
-28.29014801452277,-54.27000911033631,0,0
-21.540999972045167,-49.85685845263504,3,2
-21.540999972045167,-49.85685845263504,1,1
-22.00697741180936,-47.87040257247772,4,4
-22.941155596656422,-43.04313417662492,1,1
-23.502723037382406,-46.738727859109076,4,5
-19.167555289682106,-41.47180218430565,2,0
-19.167555289682106,-41.47180218430565,0,1
-3.320703894921293,-40.580274039962994,4,1
-3.320703894921293,-40.580274039962994,4,1
-16.659796248798507,-49.33063693663392,2,0
-21.83491864103436,-46.899185725919885,0,1
-23.1417282484105,-45.898503793421796,0,0
-5.511722806286151,-47.47664374197941,2,6
-5.511722806286151,-47.47664374197941,2,6
-8.125773662266802,-35.01995931286971,1,0
-27.595232430148467,-48.61759233759336,0,2
-7.977473123792893,-34.84207887526529,1,1
-25.4811560727919,-49.231209208349114,1,0
-22.295151742810656,-51.9115524214896,3,1
-22.747655366540023,-43.500451999215706,0,0
-8.094252416051239,-34.925183070649624,2,1
-7.910858713164719,-36.071618799221184,1,0
-7.910858713164719,-36.071618799221184,1,0
-7.910858713164719,-36.071618799221184,1,0
-7.910858713164719,-36.071618799221184,1,0
-23.46361133214068,-46.517676582553136,4,4
-23.6059059185124,-46.661276579305856,1,6
-20.071522369183732,-45.28714987947939,0,0
-18.90835510506952,-40.075866760102976,4,0
-19.89196162600201,-43.94238063666804,3,1
-22.94941843388969,-43.38717689639774,2,3
-22.94941843388969,-43.38717689639774,2,3
-23.690636031888264,-46.744690136218864,3,2
-23.690636031888264,-46.744690136218864,3,2
-23.710419062430674,-46.693254411983155,4,0
-16.666563760785795,-49.22595971020647,3,4
-10.68603272438848,-37.42754801878447,3,4
-23.669873484997392,-46.80204320628541,0,0
-23.669873484997392,-46.80204320628541,1,4
-16.38616771188452,-48.98072723616635,2,0
-16.38616771188452,-48.98072723616635,1,3
-23.311278572671075,-51.157084110653216,0,0
-14.753638660717574,-43.939654715591075,0,4
-23.558371184517718,-46.58214904266695,2,2
-18.77576518394664,-42.93166199720475,2,4
-19.71155629339138,-50.7214274192467,0,0
-30.02113692774557,-51.209674184414396,3,2
-22.733144913944965,-43.475642997261104,0,4
-26.47353329624455,-48.98379768685917,3,3
-23.3853839463372,-47.338485814438066,0,1
-22.84153914421241,-42.116980137872936,2,2
-14.8380568228882,-40.875717252430356,0,4
-29.952693335515924,-51.09779064077645,4,1
-25.48597930430846,-49.20203260555278,1,3
-20.26413650342257,-40.296285875117796,1,4
-20.26413650342257,-40.296285875117796,1,4
-22.78401552867977,-43.397032325290745,1,5
-22.81929147155505,-43.00635838364597,2,2
-23.486574146899915,-46.6683599686892,4,1
-23.461065861049427,-46.5348260520918,4,3
-21.528683722343334,-46.645050894368325,1,0
-20.72828330325556,-48.05514852208202,3,1
-21.6788118018318,-42.08575070529736,0,3
-21.6788118018318,-42.08575070529736,0,3
-23.67512052046355,-46.590615313957436,4,2
-23.501322910151142,-46.50961282540144,1,0
-22.888192458215798,-43.62473650428692,0,4
-23.71504959465716,-46.53726820837793,2,1
-23.71504959465716,-46.53726820837793,2,4
-6.999919634947142,-39.7392994531862,2,0
-23.667212022587126,-46.77043275501809,2,0
-23.536524750087448,-46.80341057457764,1,1
-23.56928410608017,-46.54352104423349,1,1
-23.56928410608017,-46.54352104423349,1,1
-21.646291351876272,-41.75133524307317,2,1
-22.855135850026087,-43.363507308428105,0,3
-30.07369721729217,-51.093148412705155,2,0
-21.061570668726123,-41.362964494022094,2,1
-23.571908714262158,-46.75004411197403,0,2
-22.381727544193954,-41.77830147661719,2,1
-18.84003277555964,-41.97076029278949,0,2
-25.154758898021456,-50.14767262613904,1,3
-23.52595781010716,-46.52763523808946,1,0
-22.73755924382916,-43.40715915370586,3,2
-22.383436514042817,-46.94792654261968,2,1
-12.929538742172141,-38.3741787181076,0,1
-22.881888435047642,-43.46899760400734,0,4
-25.705029613115023,-52.91874039387265,1,1
-23.729244704545888,-46.59517054648574,0,4
-27.656852877854213,-48.66658840994396,3,5
-25.501030850103426,-49.33313993830728,1,3
-23.486926292494477,-46.892835688754026,0,1
-23.486926292494477,-46.892835688754026,3,0
-23.486926292494477,-46.892835688754026,0,2
-23.553120259766178,-46.74980881993473,0,2
-23.40069745064372,-46.3981650406493,4,0
-29.315305255958794,-49.720961505227535,1,3
-22.016230021078254,-47.423986728307455,2,1
-23.587344327666898,-46.603242531519186,2,0
-14.796185351229546,-39.04278431995645,2,3
-8.045413124545014,-34.894479353801344,4,5
-23.502318851022476,-46.30528241556756,2,2
-22.84232187678775,-47.60705361138731,3,2
-2.005084087279464,-49.85879971902691,0,0
-29.341142468184568,-49.744919591152325,1,1
-22.892631104117843,-43.286013573263205,4,3
-22.68345055122797,-44.31891793333042,0,4
-25.468293006199442,-49.24281926237234,0,3
-23.529496202884626,-46.481596645035665,1,1
-22.470052425523445,-46.14709172537162,2,1
-23.48581649547979,-46.75630535658033,1,0
-27.03084885666221,-48.66208180496917,3,2
-27.03084885666221,-48.66208180496917,3,2
-26.78865410509527,-50.9933600603981,0,2
-23.496346855830822,-46.37943319385002,2,4
-2.532493843274056,-44.16157841476528,1,0
-24.20557211529753,-50.933840621265624,2,0
-8.420432402918046,-35.661620866823256,1,1
-23.606543729666658,-46.63962779604521,1,0
-23.49228045530089,-46.6117694020757,3,0
-23.49228045530089,-46.6117694020757,3,0
-27.17358062600817,-51.49262118869297,3,3
-15.862281152956907,-48.08044504065522,2,0
-22.440063906975933,-45.47142535912396,1,0
-22.440063906975933,-45.47142535912396,4,0
-3.723805739736581,-38.5902700227137,5,2
-23.598934365282265,-46.52639750269024,4,0
-19.745545855197,-47.94508587692626,4,0
-19.880489318726326,-43.903377359344454,3,0
-7.3871346485291465,-37.50844353630657,3,1
-23.68628989264535,-47.029220513855115,4,3
-23.700197687438838,-46.513128422189745,3,2
-23.444882020817733,-46.525608023087514,5,0
-23.444882020817733,-46.525608023087514,5,0
-23.50936207852278,-46.61934355300127,2,1
-23.510538970251268,-47.45966978985546,1,0
-23.566922054158677,-46.68744615053219,4,3
-22.808780189018307,-43.02586676512878,3,3
-22.990617033363584,-46.99726284808287,4,0
-21.762775347060227,-41.30963269524096,2,3
-23.56146082458663,-46.658262003917706,2,3
-22.22996262864652,-49.936188527462996,1,0
-19.76290635044413,-47.9006895408385,4,2
-23.559613278440466,-46.62400348069892,2,3
-23.559613278440466,-46.62400348069892,0,1
-16.654930706951312,-49.242079339285354,1,0
-23.322832975350362,-46.71359682291614,2,0
-23.529824605935836,-46.61817355163239,2,1
-23.529824605935836,-46.61817355163239,2,1
-23.696727674576163,-46.61690818671134,2,4
-7.670534219460009,-36.880873857650684,4,0
-25.079960387465682,-50.13255780440033,4,3
-22.948469100305587,-43.364489898207424,3,0
-23.536401844867534,-46.79599574353976,2,2
-22.90503857930972,-43.21828983688021,4,0
-27.47330447119545,-53.17050386349097,1,3
-15.806495753791172,-47.94217524407976,1,3
-32.038219752360376,-52.08482510902567,1,1
-23.638458904938467,-46.59990353751535,3,0
-30.27076090203048,-50.49760468288321,1,3
-23.433547523156022,-47.509179366396815,2,2
-23.65025584859137,-46.75372470475788,1,4
-23.012270229296217,-46.81354512889946,0,5
-23.762770970204333,-53.31031401464882,1,1
-19.90804649923053,-44.09702007463229,0,0
-23.59277554744454,-46.601190643558255,3,2
-23.51120389131011,-46.39933342623787,1,0
-23.51120389131011,-46.39933342623787,3,2
-31.759921629226447,-52.23554163696003,0,4
-23.44151347975245,-46.74790735195499,0,3
-23.567543590159627,-46.62608514345026,3,0
-23.567543590159627,-46.62608514345026,3,0
-23.567543590159627,-46.62608514345026,1,4
-2.9129358244158987,-41.778803067725775,3,3
-15.841629529540064,-48.114681877309806,3,6
-21.252393119646005,-48.338630138873384,3,4
-9.850183497966544,-57.82294898680789,2,2
-23.60635627911704,-46.77360013135429,1,2
-16.62168835330212,-49.301028968747566,0,4
-22.61526849716203,-43.17121156912527,1,2
-22.61526849716203,-43.17121156912527,1,2
-14.540576551279152,-49.969017258280495,0,4
-23.57251800195739,-46.8199527700369,1,2
-23.487775825909658,-46.39398452629554,1,0
-22.251294327685233,-42.54062738137717,4,1
-21.082707145931963,-49.23953425279601,4,4
-23.552915150652808,-46.59397649516422,1,2
-23.44804126461349,-51.869960318427,1,0
-19.870011331138468,-47.44411447792478,2,0
-12.246594899548207,-41.60307066374758,1,1
-28.67677898963805,-49.369430926573884,0,0
-23.54890998191391,-46.42292496090773,2,0
-22.238025218273116,-42.525863570577954,2,2
-12.419056280766663,-41.77211221180392,2,0
-22.89620288125077,-43.312660613544104,0,3
-22.993717586511437,-44.237847514199885,2,0
-18.306989983868142,-51.958234808035094,4,1
-23.49346386270857,-46.574516976352136,4,3
-29.92434032576217,-50.96428286172711,2,4
-22.73905151742257,-43.47469667232986,3,0
-13.011785886835565,-38.4715163129478,1,2
-9.3824931412186,-38.01055015095292,4,4
-9.3824931412186,-38.01055015095292,4,4
-7.121572499866465,-34.84639120014361,0,0
-23.449039756796456,-51.953423054480645,4,4
-23.60613471240311,-46.75748570496374,2,0
-23.60613471240311,-46.75748570496374,2,0
-20.68943923837031,-50.923232206352566,1,1
-3.1354042750710693,-44.320878493885935,3,2
-23.41063336529341,-46.44516359725996,4,3
-23.47077712192759,-46.71443121107414,1,4
-22.843731406376143,-43.30242672582641,4,3
-3.6283011943315135,-44.55683603279019,4,1
-23.432328025304585,-46.57608958846134,0,0
-25.41425503278644,-54.041099552628886,2,2
-15.849456971611552,-48.11986081546593,0,3
-15.849456971611552,-48.11986081546593,0,3
-23.726916961567067,-45.423730205738345,1,2
-23.552335651551424,-46.63004970984574,1,1
-23.94463225395839,-46.41501832165658,0,0
-23.94463225395839,-46.41501832165658,2,1
-20.672233323434533,-40.50002482393178,0,1
-21.18958834061664,-48.78771758700768,0,1
-23.000242127730054,-46.83488749423055,2,0
-23.42057198396441,-46.87518740746775,5,0
-29.93967523638073,-51.04468223577052,4,2
-21.560184913176556,-50.44580031981766,3,1
-23.545918926841264,-46.57241377951438,1,0
-23.202538129488072,-50.79365218566585,2,1
-23.659556861006532,-46.75177268909635,2,2
-22.886287014367557,-42.99166865896655,1,5
-23.466988487507585,-46.32528745224136,3,2
-23.69765729670045,-45.444103062845926,0,4
-23.488663858002376,-46.615018929364716,0,5
-23.636465664408497,-46.80609915012175,3,0
-19.742465619045827,-47.91461236949278,5,3
-19.742465619045827,-47.91461236949278,5,3
-19.742465619045827,-47.91461236949278,5,3
-19.742465619045827,-47.91461236949278,5,3
-20.665295028085637,-40.50724705161458,1,2
-20.665295028085637,-40.50724705161458,2,1
-20.665295028085637,-40.50724705161458,2,1
-8.902054497556339,-37.825351054106726,4,0
-1.1827933479544828,-47.38893559148273,0,1
-23.31356290136734,-45.97591144517975,0,2
-29.154304502167477,-51.493414321008565,4,3
-22.894549657811087,-46.410632869825925,2,1
-16.58182674915274,-39.136344626899096,4,3
-23.658195192303875,-46.75992352664543,3,2
-19.807680657862143,-43.98042684085742,4,3
-22.786431160715036,-45.18298645772792,3,3
-29.70481298890532,-51.132273315513814,1,2
-23.5806348127697,-46.497651339956406,1,0
-15.784913720927284,-47.89301507586715,2,4
-23.63497092106069,-46.741430132389155,2,3
-23.63497092106069,-46.741430132389155,2,3
-21.052392687041124,-49.05981951184297,0,4
-23.21579486313284,-46.81031746077411,4,3
-30.021392632608624,-51.06124924130007,2,4
-30.021392632608624,-51.06124924130007,2,4
-4.8302886610126015,-42.16987422607917,1,4
-21.25299378654293,-46.57896485158206,3,0
-22.890384906047274,-48.463130384135894,4,3
-20.007877399332767,-44.47141708949025,0,0
-22.877917464289318,-42.0106295872261,3,4
-30.084818966483517,-51.0401220477991,0,0
-23.67354106023957,-47.023418280958346,4,4
-23.6382273208023,-46.61019609996571,1,0
-6.0464780492466845,-38.46068961238021,4,0
-6.759474884371157,-35.65754162316953,0,3
-6.759474884371157,-35.65754162316953,0,3
-28.521722576479732,-52.99280330386695,1,1
-23.573657478884048,-46.52991121436311,2,1
-23.110602286087346,-48.26247044881958,4,1
-18.476713762810867,-41.01877846394589,0,4
-18.741282890204705,-47.701924781464136,2,1
-14.443594117719893,-52.83289954139514,1,1
-10.919017101170656,-37.06391361774778,4,1
-23.48272229501907,-46.575106892239674,0,4
-22.190884203220925,-49.96365583541793,1,4
-23.49138635112907,-47.47060625398323,1,0
-22.35406719356517,-47.335094888655426,2,0
-22.75370081032649,-47.014534541869814,2,0
-23.52991689496941,-46.889260531188285,2,0
-23.300036608071604,-46.70953772141059,2,2
-18.871945482069954,-41.963082328814274,1,2
-19.63417286638766,-42.10349378869624,4,4
-21.4891348193248,-44.64257757939084,2,1
-23.455735213474675,-46.46413518042135,3,4
-23.60187620356977,-46.47704707518403,0,3
-31.73764054849968,-52.33684499298411,3,1
-9.538272597390495,-36.63124087632698,3,2
-28.36396598308139,-54.26821559979943,1,4
-15.04772533186448,-42.9519858075296,2,2
-10.61006560255889,-62.792297014651425,0,3
-16.739862373189748,-49.2395716925631,1,0
-23.872113354531503,-53.893654939320534,1,4
-21.227655671897182,-47.92878828966958,3,1
-23.56693261252871,-46.80093561012175,3,0
-23.56693261252871,-46.80093561012175,3,0
-22.65410603965445,-43.27799273062863,4,2
-31.733566831183925,-53.58633343775834,2,4
-23.27144471439252,-55.53024329869917,2,0
-16.80658045924258,-49.9221374329504,2,4
-23.193778863496288,-51.91627996347199,2,0
-16.183539203673867,-50.95324986097565,1,0
-23.64854569173368,-46.594869908449496,1,0
-15.95127425196515,-54.985215952078036,4,0
-23.5796390875185,-46.775588039269955,3,1
-22.87663503197003,-43.80985126698182,1,0
-22.709506815061733,-43.58027913118127,0,0
-15.453750636967461,-47.59978772286097,3,0
-15.453750636967461,-47.59978772286097,3,0
-23.28575287763414,-51.26367784984273,1,2
-23.66345401038007,-46.63979920390277,2,1
-23.47598321496973,-46.5819046360353,0,1
-3.7957236122342937,-38.47037309875551,3,1
-23.512206921570787,-46.4810904704257,3,2
-13.513293550631635,-56.7233867932055,4,2
-22.105967853877925,-43.18684239388193,0,1
-23.540358970941917,-51.44209907235757,0,4
-30.03463105866127,-51.14627605802357,3,1
-30.03463105866127,-51.14627605802357,3,1
-15.550183236860988,-47.329496316000956,4,3
-22.7378823853966,-43.540626520424674,1,0
-30.016365408451826,-51.143493600475956,4,5
-23.66519907067127,-46.59231940089957,2,3
-28.69203115456471,-49.34762579562179,1,2
-23.479009120417665,-46.6978102979138,0,0
-6.872211982859128,-36.917456203062436,1,3
-18.98590905679589,-45.95200911439446,4,0
-19.880942843730143,-43.86501593659018,1,2
-21.49293239281284,-41.61514241929222,3,4
-23.593710319696328,-46.74021294496317,1,1
-23.659720524969334,-46.732250834620544,2,5
-23.47985622560967,-47.50984988008121,4,1
-22.773459679480897,-42.91565441771825,2,2
-23.563651580737663,-46.666024121075246,1,0
-23.505830147086826,-46.65562823179936,0,4
-28.113341306295343,-52.14384316029649,3,2
-15.65454482787812,-40.06355057608778,2,5
-23.325312461344897,-46.719683776338165,3,0
-23.66768511658677,-46.40768678365547,0,3
0.07619662996933357,-51.04707618506419,5,4
0.07619662996933357,-51.04707618506419,5,4
0.07619662996933357,-51.04707618506419,5,4
-25.49928263175789,-52.524856412911966,1,2
-23.523859941092386,-46.695805542639654,0,3
-24.078322798835487,-51.74315889843617,5,3
-28.953122818837343,-49.49939694824806,3,3
-23.65819966445927,-45.438700765763734,2,3
-23.492352403494024,-46.67494217200703,3,1
-23.412891548345666,-51.98024958034897,0,4
-3.10625720873664,-60.03431145970386,4,4
-19.65172684720128,-43.205121737512385,4,2
-9.361950110987793,-62.583549947610024,3,1
-23.644692702501345,-46.63956724813834,2,0
-17.313346146163163,-44.23241696253605,2,1
-17.02740974748107,-40.55576147146938,2,0
-21.511614236520643,-44.902974741388995,4,3
-21.625645496895352,-41.985195837107675,2,1
-21.625645496895352,-41.985195837107675,2,1
-22.71538558398836,-42.80638584132024,2,0
-23.9822206815153,-48.86809460135894,4,3
-23.48798815884837,-46.591194313481246,0,4
-23.48798815884837,-46.591194313481246,0,4
-23.57823243546813,-46.76116671784082,2,0
-23.530162529753113,-46.6395114116631,0,3
-21.831717676862212,-51.99009570480747,4,1
-20.988488233934397,-42.23727344129296,1,0
-19.20869666709772,-42.97641519891936,1,0
-22.752527141494447,-45.13228629482509,4,4
-7.891366668750168,-37.93022417655465,2,2
-7.891366668750168,-37.93022417655465,2,2
-7.891366668750168,-37.93022417655465,2,2
-20.9405775328866,-45.82723735222764,4,3
-23.4760883756792,-46.722587848393296,2,1
-8.033296334762815,-34.948121118398284,1,0
-25.455330306370573,-49.06611535740166,2,3
-23.58010036230598,-46.583640577269314,0,4
-23.58010036230598,-46.583640577269314,0,4
-22.47945755126941,-44.49700600388295,3,4
-22.47945755126941,-44.49700600388295,3,4
-22.47945755126941,-44.49700600388295,3,5
-22.47945755126941,-44.49700600388295,3,5
-22.47945755126941,-44.49700600388295,3,5
-18.97635525199552,-49.46297455530935,2,4
-23.562654420175843,-46.68385353410988,1,4
-20.789580398110374,-49.37249936333853,4,4
-24.182710298995627,-46.80183859998844,1,3
-21.117760548690047,-42.94287086370393,4,0
-21.117760548690047,-42.94287086370393,4,0
-21.117760548690047,-42.94287086370393,4,0
-21.772225708483816,-48.18022222658399,3,0
-21.772225708483816,-48.18022222658399,3,0
-19.807239918783953,-43.962213207135285,2,6
-22.978415229717175,-43.23772919271785,1,0
-22.978415229717175,-43.23772919271785,1,0
-18.76341842229983,-44.433156771319844,3,0
-18.76341842229983,-44.433156771319844,3,0
-19.935486917207534,-43.966849717804415,3,0
-22.92255591041081,-43.24390123131776,3,2
-22.969148201152674,-43.38306523796816,2,3
-22.969148201152674,-43.38306523796816,2,3
-22.969148201152674,-43.38306523796816,2,1
-23.637283488227958,-46.63800500644554,0,3
-22.93768625306415,-43.248869434179475,0,2
-22.93768625306415,-43.248869434179475,0,2
-20.29477237276733,-40.29648209709086,1,6
-23.956747673686184,-46.34527196911744,0,3
-23.329721686232066,-46.59712215964799,1,0
-23.51562982228004,-46.14111217203961,3,3
-23.000618991095767,-43.40471828456726,1,3
-23.000618991095767,-43.40471828456726,1,3
-29.717245446008405,-52.43078315444669,4,4
-23.622287896060012,-46.536900867948354,1,6
-23.751069522562073,-46.70176911082037,1,2
-19.9318555870041,-43.932647431010245,1,1
-23.468719299830532,-46.70291623076357,3,1
-22.510230788197465,-43.17544387445509,0,4
-19.93104856825169,-43.93603257269489,2,0
-20.754734638539272,-42.87751998529488,4,5
-20.754734638539272,-42.87751998529488,4,5
-23.453337686725696,-46.645104017382565,2,0
-28.21190081909877,-51.52518474256216,2,1
-8.115299609290675,-34.89668507612192,4,4
-22.545549881862087,-44.23261292062815,3,1
-22.922758980989432,-43.246104027508046,1,0
-26.226411667052993,-52.67454717796047,4,4
-26.226411667052993,-52.67454717796047,4,4
-22.90399569141675,-43.2555860955916,3,0
-22.90399569141675,-43.2555860955916,3,0
-22.90399569141675,-43.2555860955916,3,0
-22.90399569141675,-43.2555860955916,3,0
-23.100489182783285,-47.2069414225915,0,4
-23.100489182783285,-47.2069414225915,0,4
-23.611093287867728,-46.689600892703886,4,0
-19.864278518802926,-43.908424416822974,3,2
-19.864278518802926,-43.908424416822974,3,2
-19.864278518802926,-43.908424416822974,3,2
-21.191022995550174,-47.76791416876067,4,2
-21.191022995550174,-47.76791416876067,4,2
-10.823373418772062,-42.72712975976762,4,2
-19.636520104484404,-43.89965142692268,2,1
-22.727797274174065,-43.369885320524524,4,1
-22.98649369639924,-43.233068062473755,4,1
-23.19820343035485,-49.38278049595407,1,1
-23.19820343035485,-49.38278049595407,1,1
-23.19820343035485,-49.38278049595407,1,1
-23.19820343035485,-49.38278049595407,1,1
-23.19820343035485,-49.38278049595407,1,1
-22.88170855771708,-47.0504642669472,2,2
-19.859623931199078,-43.95560174537385,4,0
-22.954431333815165,-43.3552734222176,2,5
-23.66008910031581,-46.814481308800794,4,3
-22.743646919862503,-47.31203571315089,3,5
-22.967673604620362,-43.190028283432795,3,1
-23.60511571545259,-46.665708597106075,4,3
-22.90931077424213,-43.67111972774,4,2
-25.44899086082561,-49.28860985729242,0,2
-23.027766508413333,-45.57856428036894,3,2
-23.547817339445313,-46.295623734950226,4,0
-19.534809563472322,-42.667284399072415,2,4
-19.534809563472322,-42.667284399072415,2,4
-23.085505074199148,-46.959540960670566,3,4
-17.303499065835187,-49.026368790889975,0,2
-19.960059611364848,-43.96164848633417,3,1
-19.960059611364848,-43.96164848633417,3,1
-19.960059611364848,-43.96164848633417,3,1
-19.960059611364848,-43.96164848633417,3,1
-20.913176471763553,-44.51115089589789,1,1
-22.52902710501883,-43.17661101657757,4,2
-25.371403602773075,-49.07690711776504,2,0
-25.371403602773075,-49.07690711776504,2,0
-23.577031966374754,-46.64702162223932,0,3
-20.850773092296365,-41.10580546208377,2,1
-22.41292693577841,-47.579295877009315,2,2
-23.598386316952038,-46.53670008337279,4,3
-19.922115361992507,-44.01358155581232,3,1
-19.922115361992507,-44.01358155581232,3,1
-23.68602726400406,-46.761222924777364,0,0
-23.68602726400406,-46.761222924777364,0,0
-23.58169584305177,-46.67705269490652,1,4
-22.995998136499594,-43.26166370342247,1,3
-19.777773939974974,-44.02370513219801,1,0
-14.861839997901695,-40.82399635883732,0,5
-15.808538242108206,-47.889110311859554,4,0
-22.89897972246694,-43.69930833968602,1,3
-23.53905022712289,-46.71577306475604,2,1
-22.560755022881636,-47.44649444065285,1,1
-22.97994384964084,-46.995370681518594,3,2
-30.050118781519554,-51.16690430628577,0,2
-31.772332888093647,-52.33919520280352,3,0
-25.41639905282141,-49.29134397540303,1,2
-19.906486729277326,-43.97078450027559,2,1
-22.56115136720201,-44.95953380184062,3,4
-23.58553033019624,-46.6072925951616,1,1
-23.58553033019624,-46.6072925951616,1,1
-22.53999061499977,-44.19081941669641,1,0
-22.971100942584982,-46.55052117385688,3,0
-22.971100942584982,-46.55052117385688,3,0
-22.971100942584982,-46.55052117385688,3,0
-22.971100942584982,-46.55052117385688,3,0
